# Dados do medidor
param: TS:  Ptotal    Qtotal:=
#       [W]           [Var]
198		128           39.9680
199		128           39.9680
200		126           39.3435
201		126           39.3435
202		126           39.3435
203		126           39.3435
204		126           39.3435
205		126           39.3435
206		126           39.3435
207		126           39.3435
208		126           39.3435
209		126           39.3435
210		126           39.3435
211		126           39.3435
212		124           38.7190
213		124           38.7190
214		124           38.7190
215		124           38.7190
216		124           38.7190
217		124           38.7190
218		124           38.7190
219		124           38.7190
220		124           38.7190
221		21            1.8735
222		0             0
223		0             0
224		0             0
225		0             0
226		0             0
227		0             0
228		0             0
229		0             0
230		0             0
231		0             0
232		0             0
233		0             0
234		0             0
235		0             0
236		0             0
237		0             0
238		0             0
239		0             0
240		0             0
241		0             0
242		0             0
243		0             0
244		0             0
245		0             0
246		0             0
247		0             0
248		0             0
249		0             0
250		0             0
251		0             0
252		0             0
253		0             0
254		0             0
255		0             0
256		0             0
257		0             0
258		0             0
259		0             0
260		0             0
261		0             0
262		0             0
263		0             0
264		0             0
265		0             0
266		0             0
267		0             0
268		0             0
269		0             0
270		0             0
271		0             0
272		0             0
273		0             0
274		0             0
275		2             1.4283
276		5             4.2849
277		11            7.8556
278		11            7.8556
279		60            40.1705
280		11            7.8556
281		61            37.1354
282		11            7.8556
283		98            60.4641
284		138.8         108.8354
285		2331          1780.3581
286		2926.5        2100.2941
287		2928          2101.7224
288		1572.2        843.1737
289		3017          2138.8578
290		2948.5        2100.2941
291		2966          2106.0072
292		2944.5        2091.8133
293		2941.333333   2093.8668
294		2966          2105.0551
295		2948          2106.3643
296		2956          2107.8640
297		2956          2107.9711
298		2949          2104.5790
299		2942.25       2097.7946
300		2951.5        2101.6761
301		2961.857143   2109.8453
302		2940.5        2096.1878
303		2940.555556   2098.4691
304		2964          2109.5780
305		2930.4        2092.4385
306		2944.2        2097.7232
307		2921          2086.7254
308		2944.25       2097.7946
309		2933.75       2092.4385
310		2950.8        2103.2935
311		2944.6        2100.8654
312		2941          2100.2941
313		2953          2108.8638
314		2951          2103.8648
315		2942.5        2096.7234
316		2940.666667   2093.8668
317		2941.5        2101.0082
318		2948.5        2100.2941
319		3057.75       2146.5056
320		3074          2131.5564
321		3084          2143.2494
322		3063.5        2126.8241
323		3075          2138.5717
324		3067.25       2133.0728
325		3075.8        2137.4291
326		3067.666667   2130.6630
327		3064.2        2130.6098
328		3067.4        2133.6092
329		3068.5        2136.5554
330		3043.25       2116.3368
331		3059.666667   2128.7153
332		3051.6        2128.7097
333		3060.8        2131.7091
334		3051          2129.2278
335		3068.5        2142.9394
336		3047          2128.3891
337		3076          2148.7422
338		3056          2130.1744
339		3061.6        2137.5483
340		3067          2143.1187
341		3056          2135.0846
342		3059.666667   2140.2621
343		3050          2132.4962
344		3058.6        2137.3523
345		3084          2150.8853
346		3047.333333   2128.6874
347		3052          2132.4962
348		3071          2141.0659
349		3082          2147.9216
350		3064          2138.2093
351		3060          2135.7508
352		3059          2135.4424
353		3063          2139.0131
354		3061          2138.2989
355		3075          2146.1545
356		3067.8        2142.8695
357		3069          2136.8707
358		3067          2137.7276
359		3069          2137.8705
360		3064.333333   2139.0131
361		3065.8        2136.2993
362		3054.8        2131.9613
363		3048.25       2123.7487
364		3035.8        2116.5358
365		3050          2126.4267
366		3052          2127.3194
367		3039.4        2116.9643
368		3051.666667   2127.2004
369		3033          2117.6784
370		3031          2115.2504
371		3048.5        2124.6413
372		3048          2127.3194
373		3043          2124.1057
374		3058.2        2132.4528
375		3036.5        2121.0266
376		3043          2126.0256
377		3032.8        2116.8845
378		3035.6        2120.3124
379		3023.5        2109.0647
380		3034          2120.3124
381		3028.5        2113.1710
382		3038.25       2124.9543
383		3018          2106.7437
384		3050.25       2135.6665
385		3043          2117.4558
386		3030          2122.1874
387		3042.5        2129.5074
388		3044.8        2131.9712
389		3024          2110.4041
390		2051.75       1112.3894
391		266           146.5112
392		247           135.4420
393		255.5         139.9054
394		233           133.5297
395		145.2         106.4073
396		141           105.6931
397		145.25        109.9780
398		161.25        117.4765
399		143.2         106.8358
400		154           111.0492
401		136.5         103.7292
402		164           116.8338
403		148.8         107.5499
404		154.5         115.6911
405		152.75        110.3351
406		170.6666667   123.5467
407		154           109.9780
408		163           118.5477
409		152.5         111.5848
410		165.6         123.5467
411		94.75         53.2036
412		73.25         37.8496
413		105.7333333   76.7466
414		130           79.2699
415		91            71.4143
416		81            57.8456
417		77            54.9890
418		79            56.4173
419		77            54.9890
420		77            54.9890
421		113           82.1264
422		124           100.6941
423		156           111.4063
424		186           117.1194
425		159           97.8376
426		160           99.4444
427		128           72.4855
428		138           88.5537
429		130.25        78.1986
430		116.5         65.7011
431		109.2         70.9858
432		122.5         71.9499
433		90            61.8448
434		108.4         68.2721
435		115.4         70.8430
436		110           64.2729
437		88.2          60.2737
438		102           60.7021
439		154           112.9774
440		113           75.3421
441		77            54.9890
442		77            54.9890
443		77            54.9890
444		77            54.9890
445		183           125.5106
446		77            54.9890
447		87            70.9858
448		174.8         127.9744
449		77            54.9890
450		77            54.9890
451		77            54.9890
452		165.5         120.8687
453		220           123.5467
454		77.8          55.2747
455		77            54.9890
456		134.25        103.5507
457		324.5         218.5277
458		77.8          55.2747
459		102           72.4855
460		101           71.7714
461		101.2         71.9856
462		81            54.8105
463		68.5          50.5256
464		100.4         71.1286
465		117           89.9820
466		163.8         108.9782
467		157           113.1916
468		172.2         132.8306
469		163.25        108.1926
470		174.6         129.2599
471		168           104.2649
472		151.25        106.4073
473		177           111.5848
474		174           118.5477
475		175           109.2639
476		153.5         95.1595
477		141           90.5533
478		153.2         97.6947
479		147.5         99.2659
480		221           144.9710
481		78.6          55.5603
482		77            54.9890
483		77            54.9890
484		77            54.9890
485		77            54.9890
486		186           129.6883
487		156.5         92.8386
488		77            54.9890
489		79            56.4173
490		156           117.4765
491		303           193.5327
492		111           79.2699
493		107           76.4133
494		107.25        77.8416
495		107.4         76.9846
496		152.6         107.6927
497		413.5         264.9470
498		310.75        220.6701
499		404           247.8076
500		311           213.6715
501		77            54.9890
502		77            54.9890
503		83            59.6309
504		92.5          65.7011
505		94            67.4865
506		47.8          34.4217
507		44            33.5647
508		56            46.4193
509		74.8          59.5595
510		77            65.1655
511		119.5         101.2297
512		119           90.8390
513		126.8         102.9794
514		112.75        89.9820
515		118.25        98.9088
516		122.4         98.6945
517		126           96.4093
518		141           102.1224
519		148           123.5467
520		130           97.6947
521		119           107.1214
522		131.3333333   105.4551
523		146.6666667   119.9760
524		156           115.6911
525		79            56.4173
526		79            56.4173
527		79            56.4173
528		79            56.4173
529		77            54.9890
530		193.4         141.4003
531		227           126.4033
532		79            56.4173
533		77            54.9890
534		141           108.3117
535		365           231.7394
536		85.5          63.3802
537		102.4         72.8426
538		102           72.8426
539		102           72.8426
540		285.4         148.5246
541		565           326.3993
542		444.3333333   258.4773
543		1302.818182   393.6883
544		1300.5        281.0323
545		1051          100.8897
546		1049          100.8897
547		1055.5        107.4067
548		1065          112.8524
549		1132          111.5137
550		1092.4        75.5392
551		1079.5        69.2904
552		1079.933333   74.8881
553		1077          76.8345
554		1089.5        84.6901
555		1091.8        94.4024
556		1105.6        98.2056
557		1077          96.6527
558		1009.2        96.1528
559		1009.4        89.1542
560		1006.75       103.1696
561		1094.25       93.5287
562		1075.5        97.8136
563		1073          97.8136
564		1083.75       96.3853
565		1087.2        106.9546
566		1066.25       89.3335
567		1085.75       115.3101
568		1121          124.3265
569		1088          95.7608
570		1077          95.7608
571		1086          95.7608
572		1090          95.7608
573		1094          95.7608
574		1184          168.6033
575		1304          242.1601
576		1087.333333   97.1891
577		1087.333333   94.3325
578		1126.2        136.1813
579		1339.2        279.8668
580		464           95.7608
581		231.5         113.4358
582		233           114.8641
583		231.5         114.1500
584		272.8         147.1791
585		615.25        363.2073
586		410.25        240.0176
587		540.4         355.2082
588		331.8         238.8094
589		79            56.4173
590		79            56.4173
591		87            62.1304
592		98            69.9860
593		98            69.9860
594		62            40.8490
595		49.25         32.1364
596		75            47.3715
597		80            53.5607
598		112           69.9860
599		108           64.2729
600		126.6         81.5551
601		113           68.5577
602		134           85.5186
603		108           64.6299
604		120           72.8426
605		132           84.8045
606		120.5         70.5216
607		104           72.1284
608		114.5         67.6650
609		77            57.9884
610		104           67.8436
611		91            48.5617
612		154.25        107.4785
613		84.6          59.8452
614		79            56.0602
615		78            55.3461
616		77            54.9890
617		77            54.9890
618		173.2         129.1170
619		285.8         199.2459
620		79            56.4173
621		77            54.9890
622		107           87.3040
623		256           221.7414
624		78.5          56.4173
625		105.5         74.8065
626		107.4         76.4133
627		106.25        75.3421
628		150           109.2639
629		503           337.9681
630		244           172.4655
631		493           333.0762
632		291.8         212.9574
633		98.2          56.4173
634		77            54.9890
635		81            58.9168
636		95            68.2006
637		96.4          69.9860
638		104.75        76.7704
639		228.2         188.2481
640		399.5         264.2329
641		335.8         238.9522
642		333           237.8096
643		333           237.8096
644		396.4         296.7978
645		477.6         339.9320
646		465           332.0764
647		465           332.0764
648		463.8         331.5051
649		463           330.6481
650		465           332.0764
651		463           330.6481
652		463           330.6481
653		463           330.6481
654		463           330.6481
655		463           330.6481
656		546           426.3433
657		510           348.5017
658		589.5         418.4877
659		567           406.3473
660		567           405.6331
661		568.3333333   406.3473
662		291.5         157.1114
663		77            54.9890
664		77            54.9890
665		77            54.9890
666		77            54.9890
667		77            54.9890
668		23            13.0331
669		4             2.8566
670		4             2.8566
671		4             2.8566
672		4             2.8566
673		4             2.8566
674		4             2.8566
675		4             2.8566
676		4             2.8566
677		4             2.8566
678		4             2.8566
679		4             2.8566
680		4             2.8566
;
